Region,State,Site Name                                                                ,Site ID,EPA ID,Address,City,Zip,County,FF Ind,NAI,Latitude,Longitude,NPL Status
‭02‬,NJ,"HERCULES, INC. (GIBBSTOWN PLANT)",‭0200188‬,NJD002349058,50 NORTH MARKET ST ,GIBBSTOWN,08027,GLOUCESTER,N,N,39.838889,-75.277781,09/08/83
‭02‬,NJ,HIGGINS DISPOSAL,‭0200359‬,NJD053102232,121 LAUREL AVE ,KINGSTON,08528,SOMERSET,N,N,40.3875,-74.615281,08/30/90
‭02‬,NJ,HIGGINS FARM,‭0201094‬,NJD981490261,ROUTE 518 ,FRANKLIN TOWNSHIP,08540,SOMERSET,N,N,40.406389,-74.602781,03/31/89
‭02‬,NJ,HORSESHOE ROAD,‭0200781‬,NJD980663678,Postal Address is unavailable for the Site ,SAYREVILLE,08872,MIDDLESEX,N,N,40.484722,-74.319444,09/29/95
‭02‬,NJ,ICELAND COIN LAUNDRY AREA GW PLUME,‭0204037‬,NJ0001360882,1888 SOUTH DELSEA DRIVE ,VINELAND,08360,CUMBERLAND,N,N,39.45725,-75.04725,10/22/99
‭02‬,NJ,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",‭0200764‬,NJD980654099,ORCHARD RD ,MORGANVILLE,07751,MONMOUTH,N,N,40.383889,-74.245831,09/08/83
‭02‬,NJ,JIS LANDFILL,‭0200499‬,NJD097400998,901-999 CRANBURY SOUTH RIVER ROAD RTE 535 ,SOUTH BRUNSWICK,08831,MIDDLESEX,N,N,40.365831,-74.465281,09/08/83
‭02‬,NJ,"KAUFFMAN & MINTEER, INC.",‭0200232‬,NJD002493054,MONMOUTH ROAD (ROUTE 537) ,SPRINGFIELD TWP(JOBSTOWN),08041,BURLINGTON,N,N,40.0363,-74.694,03/31/89
‭02‬,NJ,KIN-BUC LANDFILL,‭0200346‬,NJD049860836,MEADOW ROAD ,EDISON TOWNSHIP,08817,MIDDLESEX,N,N,40.4891,-74.3785,09/08/83
‭02‬,NJ,KING OF PRUSSIA,‭0200551‬,NJD980505341,PINEY HOLLOW ROAD ,WINSLOW TOWNSHIP,08095,CAMDEN,N,N,39.62695,-74.889439,09/08/83
‭02‬,NJ,LANDFILL & DEVELOPMENT CO.,‭0200333‬,NJD048044325, 2023 RTE 38 ,MOUNT HOLLY,08060,BURLINGTON,N,N,39.980561,-74.770839,09/21/84
‭02‬,NJ,LANG PROPERTY,‭0200554‬,NJD980505382,WHITESBOG-PASADENA ROAD ,PEMBERTON TOWNSHIP,08015,BURLINGTON,N,N,39.929161,-74.49445,09/08/83
‭02‬,NJ,LCP CHEMICALS INC.,‭0200455‬,NJD079303020,FOOT OF SOUTH WOOD AVENUE ,LINDEN,07036,UNION,N,N,40.6075,-74.210278,07/28/98
‭02‬,NJ,LIGHTMAN DRUM COMPANY,‭0200280‬,NJD014743678,ROUTE 73 ,WINSLOW TOWNSHIP,08009,CAMDEN,N,N,39.729722,-74.905917,10/22/99
‭02‬,NJ,LIPARI LANDFILL,‭0200557‬,NJD980505416,RT 322 ,MANTUA TOWNSHIP,08071,GLOUCESTER,N,N,39.720281,-75.141939,09/08/83
‭02‬,NJ,LONE PINE LANDFILL,‭0200558‬,NJD980505424,BURKE ROAD ,FREEHOLD TOWNSHIP,07728,MONMOUTH,N,N,40.202781,-74.333339,09/08/83
‭02‬,NJ,MANSFIELD TRAIL DUMP,‭0206345‬,NJN000206345,INTERSECTION OF BROOKWOOD AND ROSS ROADS ,BYRAM,07874,SUSSEX,N,N,40.928944,-74.6996,03/10/11
‭02‬,NJ,"MARTIN AARON, INC.",‭0200278‬,NJD014623854,1542 SOUTH BROADWAY ,CAMDEN,08104,CAMDEN,N,N,39.926111,-75.119167,07/22/99
‭02‬,NJ,"MATLACK, INC.",‭0200307‬,NJD043584101,ROUTE 322 EAST ,WOOLWICH TOWNSHIP,08085,GLOUCESTER,N,N,39.763106,-75.322169,05/24/13
‭02‬,NJ,MATTEO & SONS INC.,‭0204061‬,NJD011770013,1708 US RT. 130 ,THOROFARE,08086,GLOUCESTER,N,N,39.85559,-75.1727,09/27/06
‭02‬,NJ,MAYWOOD CHEMICAL CO.,‭0200665‬,NJD980529762,RTE 17 & GROVE ST ,MAYWOOD/ROCHELLE PARK,07607,BERGEN,N,N,40.8964,-74.0693,09/08/83
‭02‬,NJ,MCGUIRE AIR FORCE BASE #1,‭0201162‬,NJ0570024018,WRIGHTSTOWN-COOKSTOWN ROAD ,WRIGHTSTOWN,08641,BURLINGTON,Y,N,40.018056,-74.593611,10/22/99
‭02‬,NJ,METALTEC/AEROSYSTEMS,‭0200234‬,NJD002517472,WILDCAT & MAPLE ROADS ,FRANKLIN BOROUGH,07416,SUSSEX,N,N,41.109719,-74.599719,09/08/83
‭02‬,NJ,MIDDLESEX SAMPLING PLANT (USDOE),‭0202755‬,NJ0890090012,239 MOUNTAIN AVENUE ,MIDDLESEX,08846,MIDDLESEX,Y,N,40.569806,-74.493194,01/19/99
‭02‬,NJ,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",‭0200638‬,NJD980529408,AIRPORT ROAD ,WALL TOWNSHIP,07727,MONMOUTH,N,N,40.185281,-74.119719,06/10/86
‭02‬,NJ,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,‭0200771‬,NJD980654164,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE ",MONTGOMERY TOWNSHIP,08558,SOMERSET,N,N,40.408331,-74.644169,09/08/83
‭02‬,NJ,MYERS PROPERTY,‭0200774‬,NJD980654198,LOWER KINGTOWN ROAD ,FRANKLIN TOWNSHIP,08822,HUNTERDON,N,N,40.595,-74.9404,09/08/83
‭02‬,NJ,NASCOLITE CORP.,‭0200202‬,NJD002362705,DORIS AVE ,MILLVILLE,08332,CUMBERLAND,N,N,39.422219,-75.032781,09/21/84
‭02‬,NJ,NAVAL AIR ENGINEERING CENTER,‭0201174‬,NJ7170023744,MAIN GATE ROUTE#547 ,LAKEHURST,08733,OCEAN,Y,N,40.029719,-74.369161,07/22/87
‭02‬,NJ,NAVAL WEAPONS STATION EARLE (SITE A),‭0201160‬,NJ0170022172,TYLER LANE & TEXAS RD ,COLTS NECK,07722,MONMOUTH,Y,N,40.264581,-74.162919,08/30/90
‭02‬,NJ,NL INDUSTRIES,‭0200390‬,NJD061843249,PENNS GROVE-PEDRICKTOWN ROAD ,PEDRICKTOWN (OLDMANS TOWN,08067,SALEM,N,N,39.758061,-75.424719,09/08/83
‭02‬,NJ,ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,‭0203649‬,NJD002148799,GIST PLACE (NEAR NORTH DAY STREET) ,WEST ORANGE/ORANGE,07051,ESSEX,N,N,40.779936,-74.225267,09/18/12
‭02‬,NJ,PICATINNY ARSENAL (USARMY),‭0201168‬,NJ3210020704,OFF RTE 15 DOVER NJ ,ROCKAWAY TOWNSHIP,07801,MORRIS,Y,N,40.916669,-74.583339,02/21/90
‭02‬,NJ,PIERSON'S CREEK,‭0200114‬,NJD002144517,ONE AVENUE L ,NEWARK,07105,ESSEX,N,N,40.7163,-74.1452,09/22/14
‭02‬,NJ,PIONEER METAL FINISHING INC,‭0200200‬,NJD002360188,2034 COLES MILL RD ,FRANKLINVILLE,08322,GLOUCESTER,N,N,39.616969,-75.061474,09/09/21
‭02‬,NJ,PJP LANDFILL,‭0200569‬,NJD980505648,400 SIP AVE ,JERSEY CITY,07306,HUDSON,N,N,40.734719,-74.085561,09/08/83
‭02‬,NJ,POHATCONG VALLEY GROUND WATER CONTAMINATION,‭0201075‬,NJD981179047,ROUTE 643 TO ROUTE 31 ,WARREN COUNTY,07882,WARREN,N,N,40.75,-75,03/31/89
‭02‬,NJ,PRICE LANDFILL,‭0200427‬,NJD070281175,MILL ROAD ,PLEASANTVILLE,08232,ATLANTIC,N,N,39.415281,-74.52695,09/08/83
‭02‬,NJ,PUCHACK WELL FIELD,‭0204096‬,NJD981084767,WEST OF US 130; SOUTH OF STATE HWY 90 ,PENNSAUKEN TOWNSHIP,08110,CAMDEN,N,N,39.976667,-75.051944,03/06/98
‭02‬,NJ,QUANTA RESOURCES,‭0200034‬,NJD000606442,ONE RIVER RD ,EDGEWATER,07020,BERGEN,N,N,40.804306,-73.989167,09/05/02
‭02‬,NJ,"RADIATION TECHNOLOGY, INC.",‭0200332‬,NJD047684451,108 LAKE DENMARK ROAD ,ROCKAWAY TOWNSHIP,07866,MORRIS,N,N,40.970831,-74.50555,09/21/84
‭02‬,NJ,RARITAN BAY SLAG,‭0206276‬,NJN000206276,BAYVIEW DRIVE AND LAURENCE PARKWAY,OLD BRIDGE TWP/SAYREVILLE,08879,MIDDLESEX,N,N,40.464589,-74.258017,11/04/09
‭02‬,NJ,RINGWOOD MINES/LANDFILL,‭0200663‬,NJD980529739,PETERS MINE ROAD ,RINGWOOD BOROUGH,07456,PASSAIC,N,Y,41.136669,-74.2725,09/08/83
‭02‬,NJ,RIVERSIDE INDUSTRIAL PARK,‭0204232‬,NJSFN0204232,29 RIVERSIDE AVENUE ,NEWARK,07104,ESSEX,N,N,40.765722,-74.159084,05/24/13
‭02‬,NJ,ROCKAWAY BOROUGH WELL FIELD,‭0200766‬,NJD980654115,"JACKSON,UNION & GARDEN STS ",ROCKAWAY TOWNSHIP,07866,MORRIS,N,N,40.905831,-74.515561,09/08/83
‭02‬,NJ,ROCKAWAY TOWNSHIP WELLS,‭0200775‬,NJD980654214,GREEN POND ROAD ,ROCKAWAY TOWNSHIP,07866,MORRIS,N,N,40.913331,-74.499169,09/08/83
‭02‬,NJ,ROCKY HILL MUNICIPAL WELL,‭0200770‬,NJD980654156,WASHINGTON STREET ,ROCKY HILL BOROUGH,08553,SOMERSET,N,N,40.401669,-74.6475,09/08/83
‭02‬,NJ,ROEBLING STEEL CO.,‭0200439‬,NJD073732257,2ND AVENUE ,FLORENCE,08554,BURLINGTON,N,N,40.120831,-74.770839,09/08/83
‭02‬,NJ,ROLLING KNOLLS LF,‭0200542‬,NJD980505192,35 BRITTEN RD ,GREEN VILLAGE,07935,MORRIS,N,N,40.729528,-74.447861,09/29/03
‭02‬,NJ,SCIENTIFIC CHEMICAL PROCESSING,‭0200431‬,NJD070565403,216 PATERSON PLANK RD ,CARLSTADT,07072,BERGEN,N,N,40.82454,-74.074329,09/08/83
‭02‬,NJ,SHARKEY LANDFILL,‭0200573‬,NJD980505762,EDWARDS & SHARKEY ROAD ,"PARSIPPANY, TROY HLS",07054,MORRIS,N,N,40.8501,-74.3454,09/08/83
‭02‬,NJ,SHERWIN-WILLIAMS/HILLIARDS CREEK,‭0200516‬,NJD980417976,FOSTER AVENUE AND GIBBSBORO ROAD ,Gibbsboro,08026,CAMDEN,N,N,39.835526,-74.964977,03/19/08
‭02‬,NJ,SHIELDALLOY CORP.,‭0200203‬,NJD002365930,WEST BLVD ,NEWFIELD BOROUGH,08344,GLOUCESTER,N,N,39.543061,-75.022219,09/21/84
‭02‬,NJ,SOUTH JERSEY CLOTHING CO.,‭0200803‬,NJD980766828,1 CENTRAL AVE ,MINOTOLA,08341,ATLANTIC,N,N,39.5206,-74.9491,10/04/89
‭02‬,NJ,STANDARD CHLORINE,‭0200146‬,NJD002175057,1015-35 BELLEVILLE TURNPIKE ,KEARNY,07032,HUDSON,N,N,40.75,-74.097222,09/19/07
‭02‬,NJ,SWOPE OIL & CHEMICAL CO.,‭0200299‬,NJD041743220,8281 NATIONAL HWY ,PENNSAUKEN TOWNSHIP,08110,CAMDEN,N,N,39.9886,-75.0347,09/08/83
‭02‬,NJ,SYNCON RESINS,‭0200401‬,NJD064263817,77 JACOBUS AVE ,SOUTH KEARNY,07032,HUDSON,N,N,40.737781,-74.114719,09/08/83
‭02‬,NJ,U.S. RADIUM CORP.,‭0200772‬,NJD980654172,ALDEN & HIGH STS AND OTHER ADDRESSES ,ORANGE,07050,ESSEX,N,N,40.781389,-74.228611,09/08/83
‭02‬,NJ,UNIMATIC MANUFACTURING CORPORATION,‭0206578‬,NJD002164796,25 SHERWOOD LANE ,FAIRFIELD,07004,ESSEX,N,N,40.878792,-74.269155,05/12/14
‭02‬,NJ,UNITED STATES AVENUE BURN,‭0204003‬,NJ0001120799,UNITED STATES AVENUE ,GIBBSBORO,08026,CAMDEN,N,N,39.834167,-74.963889,07/22/99
‭02‬,NJ,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),‭0200101‬,NJD002005106,E/S ROUTE 17 ,EAST RUTHERFORD,07073,BERGEN,N,N,40.83,-74.088889,09/08/83
‭02‬,NJ,VENTRON/VELSICOL,‭0200674‬,NJD980529879,ETHYL BOULEVARD ,WOOD RIDGE BOROUGH,07075,BERGEN,N,N,40.84,-74.079439,09/21/84
‭02‬,NJ,"VINELAND CHEMICAL CO., INC.",‭0200209‬,NJD002385664,1611 W WHEAT RD ,VINELAND,08360,CUMBERLAND,N,N,39.510281,-75.056661,09/21/84
‭02‬,NJ,"WALDICK AEROSPACE DEVICES, INC.",‭0200375‬,NJD054981337,2121 ROUTE 35 ,WALL TOWNSHIP,07719,MONMOUTH,N,N,40.143,-74.0613,06/10/86
‭02‬,NJ,WELSBACH & GENERAL GAS MANTLE (CAMDEN RADIATION),‭0203580‬,NJD986620995,6 AREAS IN CAMDEN AND GLOUCESTER CITY ,CAMDEN AND GLOUCESTER CITY,08030,CAMDEN,N,N,39.919722,-75.121944,06/17/96
‭02‬,NJ,WHITE CHEMICAL CORP.,‭0203357‬,NJD980755623,660 FRELINGHUYSEN AVE ,NEWARK,07114,ESSEX,N,N,40.698484,-74.198242,09/25/91
‭02‬,NJ,WHITE SWAN LAUNDRY AND CLEANER INC.,‭0204241‬,NJSFN0204241,1322 SEA GIRT AVE ,WALL TWP,07719,MONMOUTH,N,N,40.135721,-74.06,09/23/04
‭02‬,NJ,WILLIAMS PROPERTY,‭0200678‬,NJD980529945,"RR 1, SIEGTOWN ROAD ",SWAINTON MIDDLE,08210,CAPE MAY,N,N,39.1173,-74.8004,09/08/83
‭02‬,NJ,WOODBROOK ROAD DUMP,‭0204260‬,NJSFN0204260,FOOT OF WOODBROOK ROAD (SOUTH END) ,SOUTH PLAINFIELD,08820,MIDDLESEX,N,N,40.561564,-74.402914,04/30/03
‭02‬,NJ,WOODLAND ROUTE 532 DUMP,‭0200582‬,NJD980505887,ROUTE 532 ,WOODLAND TOWNSHIP,08019,BURLINGTON,N,N,39.829169,-74.492231,09/21/84
‭02‬,NJ,WOODLAND ROUTE 72 DUMP,‭0200581‬,NJD980505879,"RTE 72, ON SOOEY ROAD ",WOODLAND TOWNSHIP,08019,BURLINGTON,N,N,39.821669,-74.447781,09/21/84
‭02‬,NJ,ZSCHIEGNER REFINING,‭0203757‬,NJD986643153,1442 MAXIM-SOUTHARD ROAD ,HOWELL TOWNSHIP,07731,MONMOUTH,N,N,40.145833,-74.2,03/06/98
‭02‬,NY,AMERICAN THERMOSTAT CO.,‭0201350‬,NYD002066330,RTE 23 B ,SOUTH CAIRO,12482,GREENE,N,N,42.266939,-73.941111,09/08/83
‭02‬,NY,APPLIED ENVIRONMENTAL SERVICES,‭0202121‬,NYD980535652,ONE SHORE RD ,GLENWOOD LANDING,11545,NASSAU,N,N,40.823054,-73.646693,06/10/86
‭02‬,NY,ARSENIC MINE,‭0202816‬,NYD982531469,GIPSY TRAIL ROAD AND MT. NIMHAM ROAD ,KENT,10512,PUTNAM,N,N,41.457972,-73.715285,11/08/19
‭02‬,NY,BLACK RIVER PCBS,‭0206296‬,NYN000206296,END OF HEWITT DRIVE ,TOWN OF CHAMPION,13619,JEFFERSON,N,N,43.984269,-75.627753,09/29/10
‭02‬,NY,BREWSTER WELL FIELD,‭0202153‬,NYD980652275,MAIN ST /SE ,PUTNAM COUNTY,10509,PUTNAM,N,N,41.401669,-73.6,09/08/83
‭02‬,NY,BROOKHAVEN NATIONAL LABORATORY (USDOE),‭0202841‬,NY7890008975,53 BELL AVE ,UPTON,11961,SUFFOLK,Y,N,40.86,-72.869583,11/21/89
‭02‬,NY,BYRON BARREL & DRUM,‭0202257‬,NYD980780670,TOWN LINE ROAD ,BYRON TOWNSHIP,14422,GENESEE,N,N,43.1191,-78.1103,06/10/86
‭02‬,NY,CARROLL & DUBIES SEWAGE DISPOSAL,‭0201492‬,NYD010968014,CANAL STREET ,PORT JERVIS,12771,ORANGE,N,N,41.3942,-74.6681,02/21/90
‭02‬,NY,CAYUGA GROUNDWATER CONTAMINATION SITE,‭0204289‬,NYN000204289,STATE ROUTE 326 ,UNION SPRINGS,13160,CAYUGA,N,Y,42.880556,-76.6425,09/05/02
‭02‬,NY,CIRCUITRON CORP.,‭0202301‬,NYD981184229,82 MILBAR BOULEVARD ,EAST FARMINGDALE,11735,SUFFOLK,N,N,40.7495,-73.4195,03/31/89
‭02‬,NY,CLAREMONT POLYCHEMICAL,‭0201338‬,NYD002044584,501 WINDING ROAD ,OLD BETHPAGE,11804,NASSAU,N,N,40.7576,-73.4432,06/10/86
‭02‬,NY,COLESVILLE MUNICIPAL LANDFILL,‭0202237‬,NYD980768691,EAST WINDSOR RD ,TOWN OF COLESVILLE,13813,BROOME,N,N,42.160419,-75.58945,06/10/86
‭02‬,NY,COMPUTER CIRCUITS,‭0202636‬,NYD125499673,145 MARCUS BOULEVARD ,HAUPPAUGE,11788,SUFFOLK,N,N,40.813194,-73.24611,05/10/99
‭02‬,NY,CORTESE LANDFILL,‭0201867‬,NYD980528475,SOUTH OF ROUTE 97 ,VIL OF NARROWSBURG,12764,SULLIVAN,N,N,41.600561,-75.065,06/10/86
‭02‬,NY,CROWN CLEANERS OF WATERTOWN INC.,‭0204284‬,NYD986965333,3595 STATE ROUTE 3 ,CARTHAGE,13619,JEFFERSON,N,N,44.022944,-75.651861,09/05/02
‭02‬,NY,DEWEY LOEFFEL LANDFILL,‭0201218‬,NYD000512335,MEAD ROAD ,NASSAU,12123,RENSSELAER,N,Y,42.560957,-73.560496,03/10/11
‭02‬,NY,DIAZ CHEMICAL,‭0203341‬,NYD067532580,40 JACKSON ST. ,HOLLEY,14470,ORLEANS,N,N,43.222944,-78.029278,07/22/04
‭02‬,NY,EIGHTEENMILE CREEK,‭0206456‬,NYN000206456,198-300 MILL STREET ,LOCKPORT,14094,NIAGARA,N,Y,43.1813,-78.689544,03/15/12
‭02‬,NY,ENDICOTT VILLAGE WELL FIELD,‭0202264‬,NYD980780746,S. GRIPPEN AVENUE ,VILLAGE OF ENDICOTT,13760,BROOME,N,N,42.086111,-76.086111,06/10/86
‭02‬,NY,"FACET ENTERPRISES, INC.",‭0201604‬,NYD073675514,RTE 14 ,ELMIRA,14903,CHEMUNG,N,N,42.1325,-76.829169,09/08/83
‭02‬,NY,FOREST GLEN MOBILE HOME SUBDIVISION,‭0202361‬,NYD981560923,"LISA LANE, CARRIE DRIVE AND T. MARK DRV. ",NIAGARA FALLS,14301,NIAGARA,N,N,43.1127,-78.9995,11/21/89
‭02‬,NY,FULTON AVENUE,‭0203853‬,NY0000110247,150 FULTON AVENUE ,GARDEN CITY PARK,11040,NASSAU,N,N,40.737337,-73.657844,03/06/98
‭02‬,NY,GCL TIE AND TREATING INC.,‭0203408‬,NYD981566417,DELAWARE AVENUE ,VILLAGE OF SIDNEY,13838,DELAWARE,N,N,42.300555,-75.413333,05/31/94
‭02‬,NY,GE MOREAU,‭0201858‬,NYD980528335,FT EDWARD & WM ST ,SOUTH GLENS FALLS,12803,SARATOGA,N,N,43.28305,-73.629169,09/08/83
‭02‬,NY,GENERAL MOTORS (CENTRAL FOUNDRY DIVISION),‭0201644‬,NYD091972554,ROOSEVELT TOURIN ROAD ,MASSENA,13662,ST. LAWRENCE,N,Y,44.983889,-74.732781,09/21/84
‭02‬,NY,GENZALE PLATING CO.,‭0201344‬,NYD002050110,288 NEW HYDE PARK ROAD ,FRANKLIN SQUARE,11010,NASSAU,N,N,40.7153,-73.6777,07/22/87
‭02‬,NY,"GOLDISC RECORDINGS, INC.",‭0202239‬,NYD980768717,725 BROADWAY ,HOLBROOK,11741,SUFFOLK,N,N,40.7745,-73.0647,06/10/86
‭02‬,NY,GOWANUS CANAL,‭0206222‬,NYN000206222,BUTLER ST (BETWEEN BOND ST AND NEVINS ST ,BROOKLYN,11231,KINGS,N,N,40.681639,-73.987333,03/04/10
‭02‬,NY,GRIFFISS AIR FORCE BASE (11 AREAS),‭0202438‬,NY4571924451,GRIFFISS AIR FORCE BASE ,ROME,13440,ONEIDA,Y,N,43.233331,-75.416661,07/22/87
‭02‬,NY,HAVILAND COMPLEX,‭0202284‬,NYD980785661,ROUTE 9G & HAVILAND ROAD ,TOWN OF HYDE PARK,12538,DUTCHESS,N,N,41.771111,-73.908061,06/10/86
‭02‬,NY,HERTEL LANDFILL,‭0202267‬,NYD980780779,RTE 44/55 BEDELL AVE & TUCKERS ,PLATTEKILL,12528,ULSTER,N,N,41.688061,-74.038889,06/10/86
‭02‬,NY,HOOKER (S AREA),‭0202150‬,NYD980651087,BUFFALO AVE ,NIAGARA FALLS,14303,NIAGARA,N,N,43.0757,-79.0054,09/08/83
‭02‬,NY,HOOKER CHEMICAL & PLASTICS CORP./RUCO POLYMER CORP.,‭0201477‬,NYD002920312,NEW SOUTH ROAD ,HICKSVILLE,11801,NASSAU,N,N,40.7575,-73.504169,06/10/86
‭02‬,NY,HOPEWELL PRECISION,‭0201588‬,NYD066813064,15 RYAN RD ,HOPEWELL JUNCTION,12533,DUTCHESS,N,N,41.61156,-73.78177,04/27/05
‭02‬,NY,HUDSON RIVER PCBS,‭0202229‬,NYD980763841,NO STREET APPLICABLE ,HUDSON RIVER,12871,WASHINGTON,N,N,43.1102,-73.5765,09/21/84
‭02‬,NY,ISLIP MUNICIPAL SANITARY LANDFILL,‭0201714‬,NYD980506901,BLYDENBURG RD/LG ISLAND MOTOR ,ISLIP,11751,SUFFOLK,N,N,40.8178,-73.1829,03/31/89
‭02‬,NY,JOHNSTOWN CITY LANDFILL,‭0201716‬,NYD980506927,W FULTON S EXT ,TOWN OF JOHNSTOWN,12095,FULTON,N,N,43.043061,-74.393061,06/10/86
‭02‬,NY,"JONES CHEMICALS, INC.",‭0201302‬,NYD000813428,100 SUNNY SOL BLVD ,CALEDONIA,14423,LIVINGSTON,N,N,42.976531,-77.845561,02/21/90
‭02‬,NY,KENTUCKY AVENUE WELL FIELD,‭0202142‬,NYD980650667,KENTUCKY AVE ,HORSEHEADS,14845,CHEMUNG,N,N,42.145831,-76.828331,09/08/83
‭02‬,NY,"LAWRENCE AVIATION INDUSTRIES, INC.",‭0201335‬,NYD002041531,SHEEP PASTURE ROAD ,PORT JEFFERSON STATION,11776,SUFFOLK,N,N,40.928139,-73.069194,02/04/00
‭02‬,NY,LEHIGH VALLEY RAILROAD,‭0203481‬,NYD986950251,GULF ROAD ,LE ROY,14482,GENESEE,N,N,42.992028,-77.933306,01/19/99
‭02‬,NY,LI TUNGSTEN CORP.,‭0202972‬,NYD986882660,GARVIES POINT RD. ,GLEN COVE,11542,NASSAU,N,N,40.860929,-73.640773,10/14/92
‭02‬,NY,LIBERTY INDUSTRIAL FINISHING,‭0201184‬,NYD000337295,55 MOTOR PARKWAY ,FARMINGDALE,11735,NASSAU,N,N,40.72625,-73.448889,06/10/86
‭02‬,NY,LITTLE VALLEY,‭0204016‬,NY0001233634,"INTERSECT OF RTES 242, 353, AND BAKER RD ",LITTLE VALLEY,14755,CATTARAUGUS,N,Y,42.236667,-78.766944,06/17/96
‭02‬,NY,MACKENZIE CHEMICAL WORKS,‭0202187‬,NYD980753420,1 CORDELLO AVENUE ,CENTRAL ISLIP,11722,SUFFOLK,N,N,40.788889,-73.205278,09/13/01
‭02‬,NY,MAGNA METALS,‭0201321‬,NYD001394881,510 Furnace Dock Road ,CORTLANDT MANOR,10567,WESTCHESTER,N,N,41.2745,-73.8704,05/15/19
‭02‬,NY,MALTA ROCKET FUEL AREA,‭0202084‬,NYD980535124,PLAINS RD ,MALTA,12020,SARATOGA,N,N,42.963889,-73.758331,07/22/87
‭02‬,NY,"MATTIACE PETROCHEMICAL CO., INC.",‭0201219‬,NYD000512459,GARVIES POINT ROAD ,GLEN COVE,11542,NASSAU,N,N,40.8608,-73.6432,03/31/89
‭02‬,NY,MEEKER AVENUE PLUME,‭0203407‬,NYN000203407,Meeker Avenue  ,BROOKLYN,11222,KINGS,N,N,40.725409,-73.935904,03/16/22
‭02‬,NY,"MERCURY REFINING, INC.",‭0201552‬,NYD048148175,26 RAILROAD AVE ,COLONIE,12205,ALBANY,N,N,42.689719,-73.804169,09/08/83
‭02‬,NY,MOHONK ROAD INDUSTRIAL PLANT,‭0203945‬,NYD986950012,186 MOHONK ROAD ,HIGH FALLS,12440,ULSTER,N,N,41.816667,-74.13444,01/19/99
‭02‬,NY,"NEPERA CHEMICAL CO., INC.",‭0201188‬,NYD000511451,COUNTY RT 4 ,MAYBROOK,12543,ORANGE,N,N,41.4643,-74.2447,06/10/86
‭02‬,NY,NEW CASSEL/HICKSVILLE GROUND WATER CONTAMINATION,‭0203974‬,NY0001095363,SOUTHERN END OF IRIS PLACE ,NEW CASSEL/HICKSVILLE,11590,NASSAU,N,N,40.752446,-73.559781,09/16/11
‭02‬,NY,NEWTOWN CREEK,‭0206282‬,NYN000206282,SOUTH END OF IVY HILL ROAD ,"BROOKLYN, QUEENS",11222,,N,N,40.715192,-73.930762,09/29/10
‭02‬,NY,NIAGARA MOHAWK POWER CORP. (SARATOGA SPRINGS PLANT),‭0202182‬,NYD980664361,EAST AVENUE & EXCELCIOR RD ,SARATOGA SPRINGS,12866,SARATOGA,N,N,43.09,-73.776111,02/21/90
‭02‬,NY,OLD BETHPAGE LANDFILL,‭0201951‬,NYD980531727,ROUND SWAMP RD ,OYSTER BAY,11804,NASSAU,N,N,40.756939,-73.447219,09/08/83
‭02‬,NY,OLD ROOSEVELT FIELD CONTAMINATED GW AREA,‭0204234‬,NYSFN0204234,CLINTON ROAD/OLD COUNTRY ROAD ,GARDEN CITY,11530,NASSAU,N,N,40.733611,-73.618472,05/11/00
‭02‬,NY,OLEAN WELL FIELD,‭0201877‬,NYD980528657,LAUREN ST ,OLEAN,14760,CATTARAUGUS,N,N,42.069439,-78.404719,09/08/83
‭02‬,NY,ONONDAGA LAKE,‭0203382‬,NYD986913580,Postal Address is unavailable for the Site ,SYRACUSE,13209,ONONDAGA,N,Y,43.069444,-76.208056,12/16/94
‭02‬,NY,PENINSULA BOULEVARD GROUNDWATER PLUME,‭0204407‬,NYN000204407,PENINSULA BOULEVARD AND HAMILTON AVENUE,HEWLETT,11557,NASSAU,N,N,40.640392,-73.695667,07/22/04
‭02‬,NY,PLATTSBURGH AIR FORCE BASE,‭0202439‬,NY4571924774,PLATTSBURGH AFB ,PLATTSBURGH,12901,CLINTON,Y,N,44.6575,-73.464719,11/21/89
‭02‬,NY,POLLUTION ABATEMENT SERVICES,‭0201196‬,NYD000511659,55 SENECA ST ,OSWEGO,13126,OSWEGO,N,N,43.47,-76.483331,09/08/83
‭02‬,NY,PORT WASHINGTON LANDFILL,‭0202155‬,NYD980654206,WEST SHORE RD ,PORT WASHINGTON,11050,NASSAU,N,N,40.81805,-73.666661,09/08/83
‭02‬,NY,PREFERRED PLATING CORP.,‭0202245‬,NYD980768774,32 ALLEN BLVD ,FARMINGDALE,11735,SUFFOLK,N,N,40.7158,-73.4253,06/10/86
‭02‬,NY,RAMAPO LANDFILL,‭0201191‬,NYD000511493,RTE 59 ,RAMAPO,10974,ROCKLAND,N,N,41.14,-74.161389,09/08/83
‭02‬,NY,RICHARDSON HILL ROAD LANDFILL/POND,‭0201770‬,NYD980507735,RICHARDSON HILL RD ,SIDNEY CENTER,13839,DELAWARE,N,N,42.252781,-75.249169,07/22/87
